,Filter Set 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Excitation: 360, Emission: 450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Optics: Top, Gain: Scale to high wells (H10..H11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Light Source: Xenon Flash, Lamp Energy: High",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Read Speed: Sweep, Delay: 0 msec, Measurements/Data Point: 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Height: 7 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,"T° 360,450",A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,00:00:03,25.5,3004,3903,8688,2795,4336,2946,7560,5127,6913,4066,936,4589,4825,5014,4790,4262,7753,4956,4715,9916,6024,3603,6230,4096,5106,3586,4624,3879,4604,4971,4509,4509,1734,4389,3013,3533,542,5148,2806,3814,6391,1300,8814,6401,1812,557,2325,3723,821,1834,712,707,1204,2001,934,1288,663,1588,540,2298,815,1498,1393,1315,5557,2132,1659,2742,1423,1702,1074,2054,246,27,11,170,23,351,40,843,144,1775,191,3384,666,8276,1883,15413,2996,28886,6400,54652,6189,73928,7021,13386
,00:00:19,25.5,3445,3753,8301,2742,4238,2921,7734,4783,6544,4271,845,4837,4700,4960,4935,3992,7957,4588,4597,9876,5715,3577,6471,3937,5058,3674,4658,3877,4680,4820,4275,4443,1832,4260,3006,3562,534,5225,2735,3769,6266,1259,8640,6187,1829,613,2327,3662,834,1826,743,770,1214,2089,951,1296,704,1610,633,2334,941,1571,1397,1353,5328,2248,1726,2796,1473,1661,1121,2072,290,4,5,177,26,355,19,856,135,1725,176,3424,692,8266,1882,14953,3007,29058,6493,55034,6191,74130,6805,12871
,00:00:35,25.5,3335,3549,8323,2774,4190,2965,7653,4747,6272,4309,875,4800,4633,4838,4843,3918,7887,4461,4532,9514,5539,3561,6565,3800,4871,3713,4491,3918,4562,4683,4069,4351,1800,4218,3063,3605,552,5269,2773,3751,5945,1283,8575,6006,1864,615,2419,3750,844,1864,799,732,1169,2069,1014,1385,713,1628,590,2349,963,1604,1413,1351,5379,2216,1757,2759,1513,1704,1077,2069,238,0,0,190,0,358,0,827,119,1830,176,3382,692,8264,1933,15201,2982,28816,6569,54589,5936,73847,6773,13132
,00:00:51,25.5,3466,3538,8328,2777,4216,2971,7970,4760,6415,4245,881,4929,4849,4987,5016,4026,8066,4587,4490,9763,5605,3588,6367,3958,4958,3804,4667,3920,4795,4751,4163,4346,1753,4373,3040,3589,572,5364,2801,3836,6048,1312,8465,6100,1856,598,2515,3879,843,1879,771,806,1169,2099,1055,1426,695,1694,640,2426,925,1657,1463,1438,5381,2203,1774,2803,1458,1774,1135,2058,255,19,15,157,50,308,29,843,116,1764,161,3308,679,8255,1867,15108,2944,29696,6658,56579,5566,73688,6694,13177
,00:01:07,25.5,3557,3542,8240,2779,4250,3053,8060,4802,6378,4323,956,4902,4914,4847,4929,4144,8292,4447,4474,9590,5708,3682,6403,3836,4943,3782,4636,4008,4738,4883,4221,4303,1793,4546,2993,3505,591,5390,2821,3902,6136,1358,8482,5901,1810,595,2548,3852,876,1936,796,814,1182,2188,1015,1355,724,1656,649,2482,1055,1726,1463,1479,5388,2182,1819,2814,1521,1829,1168,2091,270,12,39,190,18,333,32,845,110,1764,176,3362,655,8116,1840,15244,3066,29022,6734,54303,5546,72797,6601,13007
,00:01:23,25.5,3635,3497,8510,2773,4313,2999,7896,4820,6597,4381,915,4968,4999,4934,4857,4132,8146,4602,4651,9683,5781,3674,6521,4058,4978,3748,4795,4027,4821,4943,4293,4459,1858,4443,3089,3531,557,5420,2788,3950,5990,1371,8624,6125,1865,623,2641,3944,890,2017,806,858,1174,2225,1086,1449,751,1675,666,2648,1063,1809,1512,1567,5318,2252,1778,2939,1541,1888,1222,2174,269,2,44,201,22,312,18,874,119,1740,178,3317,648,8279,1869,15307,2967,28613,6759,54328,5455,73184,6595,13288
,00:01:39,25.5,3699,3522,8444,2836,4367,3050,8150,4872,6691,4438,929,4938,5021,4970,4989,4168,8430,4569,4595,9532,5831,3715,6667,4092,4926,3879,4817,4036,4901,4920,4335,4416,1837,4537,3159,3615,559,5606,2887,3949,6110,1377,8603,6091,1868,600,2708,4142,916,2050,830,892,1155,2249,1162,1475,775,1706,696,2571,1129,1892,1521,1613,5483,2231,1822,2916,1563,1932,1278,2234,290,0,38,120,55,312,48,851,137,1751,152,3335,658,8350,1882,15118,2939,29626,6655,54855,5489,74185,6505,13022
,00:01:55,25.5,3711,3653,8579,2868,4426,3196,8348,4870,6757,4555,970,5083,5170,5036,5008,4245,8486,4562,4489,9569,6103,3754,6891,4058,5058,3875,4882,4081,4863,4991,4330,4543,1906,4637,3108,3731,615,5708,2888,4070,6245,1402,8883,6162,1927,579,2707,4066,926,2060,830,878,1203,2288,1132,1552,749,1769,693,2757,1156,1929,1537,1560,5558,2254,1892,2932,1618,1983,1247,2304,250,0,31,182,61,339,0,863,114,1743,130,3345,672,8148,1871,15285,3005,29179,6729,55625,5391,75444,6514,12878
,00:02:11,25.6,3742,3636,8730,2812,4506,3249,8326,4948,6982,4672,931,5242,5202,5032,5053,4397,8568,4713,4596,9921,6187,3825,6885,4120,5169,4005,4919,4029,5077,5064,4436,4585,1900,4731,3217,3669,589,5853,3014,4031,6334,1427,8901,6273,1905,638,2838,4249,933,2081,832,911,1164,2354,1184,1567,806,1768,761,2770,1185,1963,1554,1730,5651,2268,1988,2985,1630,2037,1314,2352,273,0,52,191,0,322,46,858,109,1786,210,3343,670,8272,1884,14882,2974,28968,6740,54824,5343,74234,6499,12892
,00:02:27,25.6,3810,3652,8615,2841,4547,3245,8405,5028,7063,4742,1005,5183,5250,5145,5101,4450,8686,4735,4654,9961,6227,3880,7063,4142,5151,4032,4965,4117,5233,5175,4535,4477,1968,4780,3214,3935,644,5814,2956,4235,6426,1446,8946,6235,1957,643,2825,4289,905,2057,853,952,1252,2354,1178,1588,776,1822,705,2808,1190,2079,1601,1764,5638,2333,1997,2922,1613,2010,1321,2403,266,33,17,178,10,366,32,872,127,1725,186,3307,689,8371,1906,14851,2969,29325,6688,54790,5357,73704,6524,12559
,00:02:43,25.5,3763,3711,8632,2928,4599,3294,8498,5237,7204,4814,1001,5299,5343,5214,5098,4318,8620,4737,4625,9971,6391,3800,7135,4241,5230,4044,5061,4172,5301,5127,4531,4621,1959,4857,3249,3858,650,6150,3058,4249,6445,1432,8992,6327,1992,678,2969,4472,929,2159,879,947,1258,2515,1259,1646,812,1831,740,2793,1259,2091,1632,1795,5579,2241,2072,2935,1734,2143,1412,2460,257,23,41,172,20,329,11,852,68,1754,173,3286,651,8355,1918,14989,2944,28768,6746,55542,5497,75123,6510,12617
,00:02:59,25.5,3864,3807,8666,2853,4499,3278,8258,5348,7706,4830,1066,5345,5458,5231,5237,4498,8915,4898,4741,9713,6445,3876,7227,4308,5319,4121,5196,4219,5160,5277,4593,4769,1973,4966,3359,3893,644,6129,3006,4214,6475,1491,9052,6453,2022,659,2994,4358,1017,2177,936,981,1279,2438,1270,1697,820,1890,773,2946,1297,2169,1660,1895,5802,2320,2053,3102,1692,2246,1423,2563,245,0,3,184,51,345,2,874,90,1777,200,3269,688,8189,1865,15219,2937,30161,6792,54180,5720,74544,6507,12995
,00:03:15,25.5,3911,3769,8825,2937,4734,3389,8620,5310,8018,4920,1162,5509,5408,5417,5162,4520,8884,4947,4683,10015,6707,3885,7635,4302,5450,4107,5158,4218,5185,5426,4599,4839,1992,4962,3395,4007,688,6272,3104,4170,6517,1532,9152,6335,2105,693,3075,4623,956,2226,886,1015,1257,2543,1305,1752,833,1931,761,3011,1323,2249,1684,1934,5762,2232,2182,3051,1770,2230,1507,2514,269,0,38,175,21,324,2,827,124,1732,176,3368,628,8318,1889,14922,2964,29762,6609,55642,5819,74116,6487,12794
,00:03:31,25.5,3960,3771,8961,2915,4675,3322,8484,5437,8242,5106,1175,5560,5464,5503,5407,4646,9104,5066,4701,9803,6685,3906,7702,4381,5448,4206,5225,4394,5386,5416,4761,4877,2041,5193,3508,4091,657,6214,3078,4244,6729,1519,9336,6392,2093,639,3201,4748,1070,2287,962,1033,1326,2672,1355,1858,823,1902,825,3023,1355,2362,1707,1999,5934,2408,2186,3091,1830,2303,1519,2615,242,0,22,203,57,390,12,847,144,1745,198,3276,669,8227,1871,14817,2917,29219,6642,53900,5928,74653,6590,13022
,00:03:47,25.5,3907,3823,8876,2989,4776,3414,8567,5510,8469,5093,1232,5648,5553,5453,5207,4592,9113,5041,4667,9718,6871,4034,7847,4477,5457,4228,5398,4357,5432,5344,4825,4784,2040,5175,3516,4133,693,6407,3151,4267,6525,1593,9326,6524,2102,674,3234,4662,1011,2325,958,1038,1350,2725,1429,1886,843,1999,823,3149,1401,2412,1742,1969,5888,2341,2200,3163,1834,2352,1580,2721,247,0,0,209,38,343,20,896,138,1654,156,3328,642,8116,1852,15154,2982,29463,6599,54842,5865,75155,6544,12712
,00:04:03,25.5,4013,3911,8800,3021,4802,3437,8734,5563,8641,5191,1193,5551,5604,5467,5379,4712,9277,5124,4735,10017,6992,4060,7944,4495,5450,4361,5478,4447,5412,5601,4824,4999,2097,5210,3520,4146,699,6497,3173,4487,6853,1573,9329,6452,2147,669,3332,4761,1084,2330,960,1108,1414,2795,1438,1904,882,1977,842,3155,1410,2538,1754,2050,6002,2308,2260,3190,1853,2397,1628,2635,251,0,4,178,10,339,55,851,153,1727,200,3260,672,8277,1848,15113,2920,29166,6673,54305,5930,74439,6590,12697
,00:04:19,25.5,3995,3875,8848,3005,4849,3522,9052,5581,9033,5311,1244,5706,5688,5643,5514,4899,9239,5148,4677,10145,6926,4039,8197,4537,5561,4388,5546,4510,5603,5563,4902,5012,2130,5248,3469,4278,703,6640,3252,4500,6891,1596,9310,6584,2208,697,3421,5004,1050,2381,981,1068,1406,2744,1429,1881,941,2026,896,3252,1485,2550,1790,2182,5929,2368,2353,3182,1917,2515,1647,2739,279,0,23,213,39,362,0,846,92,1760,148,3317,679,8320,1873,15193,2992,28952,6569,53328,6087,75072,6585,12691
,00:04:35,25.5,4148,3926,9050,3086,4926,3544,9029,5671,9060,5411,1208,5904,5756,5621,5576,4876,9387,5259,4832,10241,7123,4072,8180,4640,5610,4474,5553,4513,5629,5775,4990,5051,2090,5391,3626,4399,738,6600,3188,4500,6919,1606,9837,6553,2248,719,3458,4942,1055,2434,988,1152,1488,2855,1506,1949,882,2040,894,3292,1504,2530,1872,2213,5969,2331,2312,3331,1922,2477,1698,2849,246,0,50,203,26,303,36,846,97,1729,202,3394,623,8060,1835,14803,2890,29101,6581,54455,5975,75197,6392,12829
,00:04:51,25.5,4107,3934,9079,3076,5032,3638,9236,5646,9040,5462,1275,6010,5919,5735,5532,4791,9484,5263,4878,10145,7389,4159,8438,4685,5727,4546,5747,4619,5681,5769,5024,5090,2120,5321,3646,4338,725,6848,3347,4597,6768,1640,9860,6729,2264,752,3527,5082,1069,2425,1030,1124,1503,2940,1537,1962,913,2020,917,3254,1578,2635,1861,2209,6146,2426,2394,3390,1895,2501,1699,2916,259,0,9,207,11,363,44,849,153,1738,162,3300,690,8232,1898,14780,2924,28847,6500,54358,6022,74937,6623,12895
,00:05:07,25.5,4194,4108,9077,3137,5073,3682,9102,5692,9323,5520,1256,5965,5978,5735,5590,4979,9736,5355,4982,10267,7434,4235,8589,4656,5634,4550,5706,4661,5674,5694,5126,5214,2162,5540,3582,4208,768,6995,3315,4615,6951,1673,9729,6718,2260,753,3691,5124,1082,2545,1045,1184,1561,2972,1516,2066,943,2141,927,3454,1524,2713,1913,2266,6217,2453,2482,3393,1985,2587,1776,2910,295,29,44,186,57,345,4,862,121,1711,151,3249,669,7942,1845,15307,2984,29185,6575,53831,6042,73733,6438,12853
,00:05:23,25.5,4239,4068,9100,3159,5010,3709,9369,5805,9430,5629,1300,6147,5996,5940,5736,4894,9540,5331,4975,10513,7601,4232,8769,4827,5856,4598,5738,4685,5761,5854,5285,5268,2153,5685,3666,4381,773,7155,3434,4563,6931,1720,10153,6805,2258,721,3802,5176,1116,2498,1091,1211,1600,3048,1553,2008,968,2104,979,3537,1580,2757,1838,2331,6210,2440,2530,3479,2043,2724,1852,2970,229,0,29,179,28,351,23,870,134,1739,146,3268,674,8355,1865,14787,2991,29776,6612,52623,6060,73979,6467,12823
,00:05:39,25.5,4183,3992,9420,3170,5061,3707,9109,5875,9538,5729,1252,6077,6049,5873,5739,5201,9748,5561,5027,10388,7496,4171,8971,4931,5883,4693,5949,4747,5822,5837,5101,5402,2174,5544,3802,4433,739,7344,3458,4804,6978,1710,10246,6788,2252,743,3751,5382,1175,2579,1051,1245,1632,3213,1622,2202,1032,2094,997,3536,1643,2818,1986,2430,6275,2398,2682,3462,2046,2697,1861,3093,236,0,54,145,15,361,57,900,98,1737,187,3296,663,8269,1848,14709,2978,28768,6664,53888,6077,73926,6485,12819
,00:05:55,25.5,4269,4102,9209,3154,5132,3810,9349,5839,9680,5827,1335,6188,6204,6066,5760,5053,9915,5586,5067,10304,7552,4308,9045,4969,5866,4691,5819,4705,5930,6081,5279,5439,2241,5732,3806,4426,807,7519,3547,4814,7160,1705,10199,6886,2410,743,3876,5447,1164,2591,1066,1279,1660,3281,1706,2168,1043,2180,1063,3598,1660,2870,2018,2559,6341,2500,2601,3590,2061,2760,1901,3157,275,5,22,188,44,350,43,863,119,1730,188,3275,695,8118,1866,15018,2994,29315,6565,54670,6028,73347,6533,12789
,00:06:11,25.5,4350,4279,9129,3171,5197,3758,9581,5894,9847,5908,1374,6351,6295,5936,5983,5252,10000,5650,5024,10428,7727,4263,9420,5114,5995,4641,5928,4758,5982,5982,5193,5408,2264,5756,3859,4561,785,7405,3553,4865,7054,1682,10125,6744,2435,749,3910,5514,1127,2601,1158,1267,1625,3218,1688,2275,1028,2212,1038,3668,1722,2903,1967,2516,6354,2473,2698,3498,2158,2845,1964,3179,265,16,24,179,12,338,30,863,137,1716,197,3314,656,8233,1888,14846,3017,28837,6771,53610,5947,72883,6503,12505
,00:06:27,25.5,4310,4217,9378,3222,5282,3960,9568,6056,9838,5937,1407,6354,6280,6252,5985,5288,9947,5655,5013,10562,7899,4332,9380,4992,6143,4856,6034,4929,5997,6044,5562,5547,2265,5867,4025,4619,817,7588,3602,4824,7159,1747,10123,6999,2465,797,4008,5590,1206,2823,1109,1338,1736,3306,1706,2236,1032,2205,1038,3766,1808,2910,2071,2676,6382,2435,2741,3695,2159,2875,1958,3232,273,0,16,193,20,326,10,873,99,1756,203,3316,638,8253,1792,14968,2954,29566,6677,54808,6215,73036,6638,12684
,00:06:43,25.5,4490,4256,9379,3312,5310,3891,9667,6097,10067,6030,1491,6531,6469,6261,5988,5412,10024,5717,5167,10590,8040,4362,9772,5073,6065,4802,6195,5012,6039,6128,5463,5652,2279,5604,4025,4761,821,7718,3534,5075,7346,1765,10379,6795,2457,811,4107,5708,1178,2755,1140,1331,1712,3439,1776,2348,1035,2219,1111,3704,1873,3036,2058,2649,6536,2474,2804,3669,2200,2932,2038,3303,302,0,44,162,61,359,54,858,96,1698,186,3346,674,8169,1828,15133,3063,29127,6573,54330,6087,72733,6482,12938
,00:06:59,25.5,4417,4290,9611,3327,5340,3953,9794,6096,10066,6117,1496,6567,6459,6302,6182,5408,10316,5749,5203,10833,8206,4444,9808,5258,6211,4908,6325,4873,6115,6171,5583,5663,2361,5929,4054,4710,836,7858,3620,5013,7333,1889,10585,7138,2499,847,4056,5737,1214,2818,1223,1374,1801,3556,1856,2281,1085,2285,1117,3898,1870,3163,2119,2788,6528,2403,2992,3713,2197,2983,2103,3443,282,0,0,154,20,337,43,840,95,1742,194,3238,655,8147,1805,15014,2957,29932,6431,54530,6017,74252,6542,12513
,00:07:15,25.5,4374,4304,9636,3348,5394,3986,9904,6180,10399,6134,2108,6590,6521,6341,6148,5477,10395,5687,5176,10871,8184,4484,9872,5218,6078,4874,6153,5025,6254,6214,5600,5684,2387,5864,4133,4724,851,8229,3637,5142,7398,1826,10515,7175,2493,796,4343,5783,1237,2907,1169,1394,1754,3565,1888,2382,1159,2323,1193,3918,1887,3197,2149,2844,6860,2513,2965,3777,2211,3067,2141,3443,258,10,22,196,47,324,0,819,103,1748,179,3360,662,8045,1825,15213,2970,28632,6504,53953,6017,73175,6532,12709
,00:07:31,25.5,4593,4496,9685,3349,5391,4140,10279,6310,10432,6266,2239,6759,6506,6419,6213,5439,10416,5846,5072,10891,8126,4436,10157,5239,6155,4883,6494,4994,6264,6292,5676,5833,2413,5987,4109,4865,899,8368,3690,5087,7328,1848,11129,7047,2584,804,4307,5793,1297,2916,1212,1423,1857,3588,1863,2511,1128,2358,1153,4011,1982,3131,2263,2848,6572,2521,2950,3732,2304,3011,2123,3425,293,0,18,169,43,364,14,881,130,1748,194,3302,659,8070,1787,14922,2979,28870,6598,53785,6231,73698,6733,12680
,00:07:47,25.5,4596,4505,9610,3364,5452,4021,9977,6207,10577,6524,2701,6738,6822,6569,6243,5658,10325,6008,5178,10814,8474,4383,10320,5284,6343,5044,6508,5162,6328,6253,5580,5848,2406,5855,4225,4988,872,8332,3665,5066,7582,1865,10815,6948,2535,846,4365,6120,1232,2898,1278,1491,1877,3623,1936,2445,1156,2351,1154,4078,2003,3359,2204,2934,6813,2509,3059,3866,2287,3200,2254,3636,285,11,19,162,48,346,50,841,127,1740,209,3210,682,8170,1801,14937,3002,29188,6550,54326,6152,74050,6590,12468
,00:08:03,25.5,4658,4499,9688,3287,5598,4071,10205,6323,10594,6460,2676,6905,6739,6589,6352,5736,10545,6134,5238,11278,8673,4487,10231,5428,6364,5069,6604,5196,6536,6325,5704,5994,2503,5865,4122,4979,933,8761,3770,5158,7553,1891,10957,7216,2647,878,4469,6290,1289,2921,1234,1448,1926,3709,1962,2592,1156,2342,1293,4151,2076,3431,2302,3048,6934,2550,3174,3911,2460,3190,2365,3715,248,2,67,187,26,341,42,880,115,1641,212,3315,703,8210,1790,14767,2972,28954,6646,53544,5989,74112,6528,12881
,00:08:19,25.6,4619,4480,9993,3402,5668,4108,10302,6495,10504,6552,2821,6933,6835,6667,6404,5585,10581,6063,5243,11175,8745,4622,10670,5574,6402,5006,6735,5166,6498,6449,5752,6035,2433,5992,4243,5116,945,8620,3816,5256,7794,1945,11071,7140,2690,890,4573,6209,1305,3075,1222,1507,1962,3819,1959,2666,1178,2400,1288,4286,2075,3493,2300,3126,6581,2561,3256,3924,2358,3200,2337,3695,266,0,1,156,0,345,50,860,154,1788,204,3309,674,7999,1827,14702,2929,28938,6467,54669,6027,75227,6586,12688
,00:08:35,25.5,4706,4508,9961,3397,5702,4192,10220,6540,10882,6461,3251,6841,6827,6689,6479,5817,10740,6113,5527,11122,8776,4512,10782,5732,6628,5114,6787,5184,6550,6363,5922,6012,2460,6109,4440,5159,925,8635,3843,5281,7641,1992,11402,7546,2693,889,4629,6101,1314,3010,1287,1570,2091,3936,2050,2706,1201,2511,1218,4255,2099,3463,2299,3216,6900,2458,3306,4011,2364,3340,2399,3720,255,5,30,177,61,358,15,807,146,1718,180,3296,634,8207,1814,14870,2931,29532,6623,54201,6173,74284,6473,12953
,00:08:51,25.6,4707,4640,10020,3353,5808,4188,10454,6464,10862,6769,3695,7019,7196,6658,6588,6053,10850,6273,5257,11349,8836,4620,10729,5727,6520,5128,6829,5316,6651,6501,6000,6331,2521,6131,4399,5311,959,8645,3914,5437,7675,1932,11285,7382,2746,919,4762,6395,1322,3078,1319,1586,2121,3989,2058,2727,1266,2458,1318,4389,2126,3468,2360,3225,6982,2654,3344,4071,2491,3367,2485,3684,287,22,51,174,58,331,49,878,85,1743,194,3350,698,8309,1788,14731,3022,29827,6550,54333,6154,73995,6550,12538
,00:09:07,25.6,4770,4568,9969,3447,5825,4180,10437,6632,10741,6752,3860,7324,7135,6824,6547,5988,10764,6404,5446,11276,8897,4557,11024,5723,6588,5237,7055,5466,6599,6429,5989,6308,2569,6052,4508,5330,953,9059,4052,5369,7732,2017,11229,7421,2763,901,4836,6529,1362,3203,1289,1627,2206,3998,2131,2752,1266,2568,1314,4472,2230,3636,2456,3349,7006,2512,3332,4249,2580,3452,2477,3915,284,24,56,209,31,350,4,845,146,1727,215,3308,684,8190,1814,14986,2925,29028,6419,53400,6173,74026,6588,12799
,00:09:23,25.6,4776,4584,10059,3562,5739,4338,10663,6580,11089,6868,4067,7070,7276,6990,6617,5903,10879,6375,5541,11395,9056,4599,11050,5786,6670,5376,7099,5451,6789,6487,5962,6333,2543,6178,4550,5436,966,8912,3965,5450,7815,2046,11538,7469,2758,957,4889,6546,1327,3239,1343,1710,2243,4034,2157,2807,1259,2574,1406,4510,2271,3666,2424,3340,7088,2586,3493,4101,2652,3460,2519,3904,218,0,31,168,17,350,7,842,118,1752,183,3234,680,8198,1825,15050,3028,29172,6444,53743,6282,74512,6669,12713
